[30 05:46:42 130@hack.py:Hack] Episode 0/1000, Total Reward: 0.0
[30 06:18:39 130@hack.py:Hack] Episode 343/1000, Total Reward: 1.0
[30 06:18:45 130@hack.py:Hack] Episode 344/1000, Total Reward: 0.0
[30 06:18:50 130@hack.py:Hack] Episode 345/1000, Total Reward: 0.0
[30 06:18:56 130@hack.py:Hack] Episode 346/1000, Total Reward: 0.0
[30 06:19:02 130@hack.py:Hack] Episode 347/1000, Total Reward: 0.0
[30 06:19:07 130@hack.py:Hack] Episode 348/1000, Total Reward: 0.0
[30 06:19:13 130@hack.py:Hack] Episode 349/1000, Total Reward: 0.0
[30 06:19:19 130@hack.py:Hack] Episode 350/1000, Total Reward: -0.2900000000000001
[30 06:19:25 130@hack.py:Hack] Episode 351/1000, Total Reward: 0.0
[30 06:19:30 130@hack.py:Hack] Episode 352/1000, Total Reward: -0.23000000000000007
[30 06:19:36 130@hack.py:Hack] Episode 353/1000, Total Reward: 0.0
[30 06:19:41 130@hack.py:Hack] Episode 354/1000, Total Reward: 0.0
[30 06:19:47 130@hack.py:Hack] Episode 355/1000, Total Reward: 0.0
[30 06:19:52 130@hack.py:Hack] Episode 356/1000, Total Reward: 0.0
[30 06:19:58 130@hack.py:Hack] Episode 357/1000, Total Reward: 0.0
[30 06:20:03 130@hack.py:Hack] Episode 358/1000, Total Reward: -0.11999999999999998
[30 06:20:08 130@hack.py:Hack] Episode 359/1000, Total Reward: -0.060000000000000005
[30 06:20:14 130@hack.py:Hack] Episode 360/1000, Total Reward: 0.0
[30 06:20:20 130@hack.py:Hack] Episode 361/1000, Total Reward: 0.0
[30 06:20:25 130@hack.py:Hack] Episode 362/1000, Total Reward: 0.0
[30 06:20:31 130@hack.py:Hack] Episode 363/1000, Total Reward: 0.0
[30 06:20:36 130@hack.py:Hack] Episode 364/1000, Total Reward: 0.0
[30 06:20:42 130@hack.py:Hack] Episode 365/1000, Total Reward: 0.0
[30 06:20:48 130@hack.py:Hack] Episode 366/1000, Total Reward: 0.0
[30 06:20:54 130@hack.py:Hack] Episode 367/1000, Total Reward: 0.0
[30 06:21:00 130@hack.py:Hack] Episode 368/1000, Total Reward: -0.060000000000000005
[30 06:21:06 130@hack.py:Hack] Episode 369/1000, Total Reward: 0.0
[30 06:21:12 130@hack.py:Hack] Episode 370/1000, Total Reward: 0.0
[30 06:21:18 130@hack.py:Hack] Episode 371/1000, Total Reward: 0.0
[30 06:21:24 130@hack.py:Hack] Episode 372/1000, Total Reward: 0.0
[30 06:21:29 130@hack.py:Hack] Episode 373/1000, Total Reward: 0.0
[30 06:21:35 130@hack.py:Hack] Episode 374/1000, Total Reward: 0.0
[30 06:21:41 130@hack.py:Hack] Episode 375/1000, Total Reward: 0.0
[30 06:21:47 130@hack.py:Hack] Episode 376/1000, Total Reward: 0.0
[30 06:21:52 130@hack.py:Hack] Episode 377/1000, Total Reward: 0.0
[30 06:21:58 130@hack.py:Hack] Episode 378/1000, Total Reward: 0.0
[30 06:22:04 130@hack.py:Hack] Episode 379/1000, Total Reward: 0.0
[30 06:22:09 130@hack.py:Hack] Episode 380/1000, Total Reward: 0.0
[30 06:22:15 130@hack.py:Hack] Episode 381/1000, Total Reward: 0.0
[30 06:22:20 130@hack.py:Hack] Episode 382/1000, Total Reward: -0.04
[30 06:22:26 130@hack.py:Hack] Episode 383/1000, Total Reward: 0.0
[30 06:22:31 130@hack.py:Hack] Episode 384/1000, Total Reward: 0.0
[30 06:22:37 130@hack.py:Hack] Episode 385/1000, Total Reward: -0.18000000000000002
[30 06:22:42 130@hack.py:Hack] Episode 386/1000, Total Reward: 0.0
[30 06:22:48 130@hack.py:Hack] Episode 387/1000, Total Reward: 0.0
[30 06:22:54 130@hack.py:Hack] Episode 388/1000, Total Reward: -0.19000000000000003
[30 06:22:59 130@hack.py:Hack] Episode 389/1000, Total Reward: 0.0
[30 06:23:05 130@hack.py:Hack] Episode 390/1000, Total Reward: 0.0
[30 06:23:10 130@hack.py:Hack] Episode 391/1000, Total Reward: 0.0
[30 06:23:16 130@hack.py:Hack] Episode 392/1000, Total Reward: 0.0
[30 06:23:22 130@hack.py:Hack] Episode 393/1000, Total Reward: 0.0
[30 06:23:28 130@hack.py:Hack] Episode 394/1000, Total Reward: 0.0
[30 06:23:33 130@hack.py:Hack] Episode 395/1000, Total Reward: 0.0
[30 06:23:35 130@hack.py:Hack] Episode 396/1000, Total Reward: 1.0
[30 06:23:40 130@hack.py:Hack] Episode 397/1000, Total Reward: 0.0
[30 06:23:46 130@hack.py:Hack] Episode 398/1000, Total Reward: 0.0
[30 06:23:51 130@hack.py:Hack] Episode 399/1000, Total Reward: 0.0
[30 06:23:57 130@hack.py:Hack] Episode 400/1000, Total Reward: 0.0
[30 06:24:02 130@hack.py:Hack] Episode 401/1000, Total Reward: 0.0
[30 06:24:08 130@hack.py:Hack] Episode 402/1000, Total Reward: -0.20000000000000004
[30 06:24:14 130@hack.py:Hack] Episode 403/1000, Total Reward: 0.0
[30 06:24:19 130@hack.py:Hack] Episode 404/1000, Total Reward: 0.0
[30 06:24:25 130@hack.py:Hack] Episode 405/1000, Total Reward: 0.0
[30 06:24:30 130@hack.py:Hack] Episode 406/1000, Total Reward: -0.21000000000000005
[30 06:24:36 130@hack.py:Hack] Episode 407/1000, Total Reward: 0.0
[30 06:24:41 130@hack.py:Hack] Episode 408/1000, Total Reward: 0.0
[30 06:24:47 130@hack.py:Hack] Episode 409/1000, Total Reward: 0.0
[30 06:24:52 130@hack.py:Hack] Episode 410/1000, Total Reward: 0.0
[30 06:24:58 130@hack.py:Hack] Episode 411/1000, Total Reward: -0.24000000000000007
[30 06:25:03 130@hack.py:Hack] Episode 412/1000, Total Reward: -0.3100000000000001
[30 06:25:09 130@hack.py:Hack] Episode 413/1000, Total Reward: 0.0
[30 06:25:14 130@hack.py:Hack] Episode 414/1000, Total Reward: 0.0
[30 06:25:20 130@hack.py:Hack] Episode 415/1000, Total Reward: 0.0
[30 06:25:25 130@hack.py:Hack] Episode 416/1000, Total Reward: -0.060000000000000005
[30 06:25:31 130@hack.py:Hack] Episode 417/1000, Total Reward: 0.0
[30 06:25:36 130@hack.py:Hack] Episode 418/1000, Total Reward: -0.12999999999999998
[30 06:25:42 130@hack.py:Hack] Episode 419/1000, Total Reward: 0.0
[30 06:25:47 130@hack.py:Hack] Episode 420/1000, Total Reward: 0.0
[30 06:25:53 130@hack.py:Hack] Episode 421/1000, Total Reward: 0.0
[30 06:25:58 130@hack.py:Hack] Episode 422/1000, Total Reward: 0.0
[30 06:26:04 130@hack.py:Hack] Episode 423/1000, Total Reward: 0.0
[30 06:26:09 130@hack.py:Hack] Episode 424/1000, Total Reward: 0.0
[30 06:26:15 130@hack.py:Hack] Episode 425/1000, Total Reward: 0.0
[30 06:26:20 130@hack.py:Hack] Episode 426/1000, Total Reward: 0.0
[30 06:26:26 130@hack.py:Hack] Episode 427/1000, Total Reward: 0.0
[30 06:26:31 130@hack.py:Hack] Episode 428/1000, Total Reward: 0.0
[30 06:26:37 130@hack.py:Hack] Episode 429/1000, Total Reward: 0.0
[30 06:26:40 130@hack.py:Hack] Episode 430/1000, Total Reward: 1.0
[30 06:26:46 130@hack.py:Hack] Episode 431/1000, Total Reward: 0.0
[30 06:26:51 130@hack.py:Hack] Episode 432/1000, Total Reward: 0.0
[30 06:26:57 130@hack.py:Hack] Episode 433/1000, Total Reward: 0.0
[30 06:27:02 130@hack.py:Hack] Episode 434/1000, Total Reward: -0.08
[30 06:27:08 130@hack.py:Hack] Episode 435/1000, Total Reward: -0.20000000000000004
[30 06:27:13 130@hack.py:Hack] Episode 436/1000, Total Reward: 0.0
[30 06:27:18 130@hack.py:Hack] Episode 437/1000, Total Reward: 0.0
[30 06:27:24 130@hack.py:Hack] Episode 438/1000, Total Reward: 0.0
[30 06:27:30 130@hack.py:Hack] Episode 439/1000, Total Reward: -0.15
[30 06:27:35 130@hack.py:Hack] Episode 440/1000, Total Reward: 0.0
[30 06:27:42 130@hack.py:Hack] Episode 441/1000, Total Reward: 0.0
[30 06:27:47 130@hack.py:Hack] Episode 442/1000, Total Reward: 0.0
[30 06:27:53 130@hack.py:Hack] Episode 443/1000, Total Reward: 0.0
[30 06:27:58 130@hack.py:Hack] Episode 444/1000, Total Reward: 0.0
[30 06:28:04 130@hack.py:Hack] Episode 445/1000, Total Reward: 0.0
[30 06:28:09 130@hack.py:Hack] Episode 446/1000, Total Reward: 0.0
[30 06:28:16 130@hack.py:Hack] Episode 447/1000, Total Reward: 0.0
[30 06:28:22 130@hack.py:Hack] Episode 448/1000, Total Reward: 0.0
[30 06:28:27 130@hack.py:Hack] Episode 449/1000, Total Reward: -0.18000000000000002
[30 06:28:33 130@hack.py:Hack] Episode 450/1000, Total Reward: 0.0
[30 06:28:39 130@hack.py:Hack] Episode 451/1000, Total Reward: 0.0
[30 06:28:42 130@hack.py:Hack] Episode 452/1000, Total Reward: 1.0
[30 06:28:48 130@hack.py:Hack] Episode 453/1000, Total Reward: 0.0
[30 06:28:54 130@hack.py:Hack] Episode 454/1000, Total Reward: 0.0
[30 06:28:59 130@hack.py:Hack] Episode 455/1000, Total Reward: -0.07
[30 06:29:05 130@hack.py:Hack] Episode 456/1000, Total Reward: 0.0
[30 06:29:11 130@hack.py:Hack] Episode 457/1000, Total Reward: 0.0
[30 06:29:17 130@hack.py:Hack] Episode 458/1000, Total Reward: 0.0
[30 06:29:23 130@hack.py:Hack] Episode 459/1000, Total Reward: 0.0
[30 06:29:29 130@hack.py:Hack] Episode 460/1000, Total Reward: 0.0
[30 06:29:35 130@hack.py:Hack] Episode 461/1000, Total Reward: -0.2900000000000001
[30 06:29:40 130@hack.py:Hack] Episode 462/1000, Total Reward: 0.0
[30 06:29:46 130@hack.py:Hack] Episode 463/1000, Total Reward: 0.0
[30 06:29:52 130@hack.py:Hack] Episode 464/1000, Total Reward: -0.20000000000000004
[30 06:29:57 130@hack.py:Hack] Episode 465/1000, Total Reward: 0.0
[30 06:30:02 130@hack.py:Hack] Episode 466/1000, Total Reward: 0.0
[30 06:30:08 130@hack.py:Hack] Episode 467/1000, Total Reward: 0.0
[30 06:30:13 130@hack.py:Hack] Episode 468/1000, Total Reward: 0.0
[30 06:30:19 130@hack.py:Hack] Episode 469/1000, Total Reward: 0.0
[30 06:30:25 130@hack.py:Hack] Episode 470/1000, Total Reward: -0.12999999999999998
[30 06:30:30 130@hack.py:Hack] Episode 471/1000, Total Reward: 0.0
[30 06:30:36 130@hack.py:Hack] Episode 472/1000, Total Reward: 0.0
[30 06:30:41 130@hack.py:Hack] Episode 473/1000, Total Reward: 0.0
[30 06:30:46 130@hack.py:Hack] Episode 474/1000, Total Reward: -0.22000000000000006
[30 06:30:52 130@hack.py:Hack] Episode 475/1000, Total Reward: 0.0
[30 06:30:57 130@hack.py:Hack] Episode 476/1000, Total Reward: 0.0
[30 06:31:03 130@hack.py:Hack] Episode 477/1000, Total Reward: 0.0
[30 06:31:09 130@hack.py:Hack] Episode 478/1000, Total Reward: 0.0
[30 06:31:14 130@hack.py:Hack] Episode 479/1000, Total Reward: 0.0
[30 06:31:20 130@hack.py:Hack] Episode 480/1000, Total Reward: 0.0
[30 06:31:25 130@hack.py:Hack] Episode 481/1000, Total Reward: 0.0
[30 06:31:31 130@hack.py:Hack] Episode 482/1000, Total Reward: 0.0
[30 06:31:36 130@hack.py:Hack] Episode 483/1000, Total Reward: 0.0
[30 06:31:41 130@hack.py:Hack] Episode 484/1000, Total Reward: -0.18000000000000002
[30 06:31:47 130@hack.py:Hack] Episode 485/1000, Total Reward: 0.0
[30 06:31:52 130@hack.py:Hack] Episode 486/1000, Total Reward: 0.0
[30 06:31:58 130@hack.py:Hack] Episode 487/1000, Total Reward: -0.18000000000000002
[30 06:32:03 130@hack.py:Hack] Episode 488/1000, Total Reward: 0.0
[30 06:32:09 130@hack.py:Hack] Episode 489/1000, Total Reward: 0.0
[30 06:32:14 130@hack.py:Hack] Episode 490/1000, Total Reward: -0.09
[30 06:32:20 130@hack.py:Hack] Episode 491/1000, Total Reward: 0.0
[30 06:32:25 130@hack.py:Hack] Episode 492/1000, Total Reward: 0.0
[30 06:32:31 130@hack.py:Hack] Episode 493/1000, Total Reward: 0.0
[30 06:32:36 130@hack.py:Hack] Episode 494/1000, Total Reward: 0.0
[30 06:32:42 130@hack.py:Hack] Episode 495/1000, Total Reward: 0.0
[30 06:32:47 130@hack.py:Hack] Episode 496/1000, Total Reward: 0.0
[30 06:32:53 130@hack.py:Hack] Episode 497/1000, Total Reward: 0.0
[30 06:32:58 130@hack.py:Hack] Episode 498/1000, Total Reward: 0.0
[30 06:33:04 130@hack.py:Hack] Episode 499/1000, Total Reward: 0.0
[30 06:33:10 130@hack.py:Hack] Episode 500/1000, Total Reward: 0.0
[30 06:33:16 130@hack.py:Hack] Episode 501/1000, Total Reward: 0.0
[30 06:33:22 130@hack.py:Hack] Episode 502/1000, Total Reward: 0.0
[30 06:33:27 130@hack.py:Hack] Episode 503/1000, Total Reward: 0.0
[30 06:33:33 130@hack.py:Hack] Episode 504/1000, Total Reward: 0.0
[30 06:33:38 130@hack.py:Hack] Episode 505/1000, Total Reward: 0.0
[30 06:33:44 130@hack.py:Hack] Episode 506/1000, Total Reward: 0.0
[30 06:33:49 130@hack.py:Hack] Episode 507/1000, Total Reward: 0.0
[30 06:33:55 130@hack.py:Hack] Episode 508/1000, Total Reward: 0.0
[30 06:34:00 130@hack.py:Hack] Episode 509/1000, Total Reward: 0.0
[30 06:34:05 130@hack.py:Hack] Episode 510/1000, Total Reward: 0.0
[30 06:34:11 130@hack.py:Hack] Episode 511/1000, Total Reward: 0.0
[30 06:34:16 130@hack.py:Hack] Episode 512/1000, Total Reward: -0.17
[30 06:34:22 130@hack.py:Hack] Episode 513/1000, Total Reward: 0.0
[30 06:34:27 130@hack.py:Hack] Episode 514/1000, Total Reward: -0.2700000000000001
[30 06:34:33 130@hack.py:Hack] Episode 515/1000, Total Reward: 0.0
[30 06:34:39 130@hack.py:Hack] Episode 516/1000, Total Reward: -0.23000000000000007
[30 06:34:44 130@hack.py:Hack] Episode 517/1000, Total Reward: 0.0
[30 06:34:50 130@hack.py:Hack] Episode 518/1000, Total Reward: 0.0
[30 06:34:55 130@hack.py:Hack] Episode 519/1000, Total Reward: 0.0
[30 06:34:58 130@hack.py:Hack] Episode 520/1000, Total Reward: 1.0
[30 06:35:01 130@hack.py:Hack] Episode 521/1000, Total Reward: 1.0
[30 06:35:07 130@hack.py:Hack] Episode 522/1000, Total Reward: 0.0
[30 06:35:12 130@hack.py:Hack] Episode 523/1000, Total Reward: 0.0
[30 06:35:18 130@hack.py:Hack] Episode 524/1000, Total Reward: 0.0
[30 06:35:24 130@hack.py:Hack] Episode 525/1000, Total Reward: 0.0
[30 06:35:30 130@hack.py:Hack] Episode 526/1000, Total Reward: 0.0
[30 06:35:35 130@hack.py:Hack] Episode 527/1000, Total Reward: 0.0
[30 06:35:41 130@hack.py:Hack] Episode 528/1000, Total Reward: -0.16
[30 06:35:47 130@hack.py:Hack] Episode 529/1000, Total Reward: -0.2700000000000001
[30 06:35:53 130@hack.py:Hack] Episode 530/1000, Total Reward: 0.0
[30 06:35:59 130@hack.py:Hack] Episode 531/1000, Total Reward: 0.0
[30 06:36:04 130@hack.py:Hack] Episode 532/1000, Total Reward: 0.0
[30 06:36:10 130@hack.py:Hack] Episode 533/1000, Total Reward: 0.0
[30 06:36:14 130@hack.py:Hack] Episode 534/1000, Total Reward: 1.0
[30 06:36:20 130@hack.py:Hack] Episode 535/1000, Total Reward: 0.0
[30 06:36:25 130@hack.py:Hack] Episode 536/1000, Total Reward: 0.0
[30 06:36:30 130@hack.py:Hack] Episode 537/1000, Total Reward: 0.0
[30 06:36:36 130@hack.py:Hack] Episode 538/1000, Total Reward: 0.0
[30 06:36:42 130@hack.py:Hack] Episode 539/1000, Total Reward: 0.0
[30 06:36:47 130@hack.py:Hack] Episode 540/1000, Total Reward: 0.0
[30 06:36:53 130@hack.py:Hack] Episode 541/1000, Total Reward: 0.0
[30 06:36:59 130@hack.py:Hack] Episode 542/1000, Total Reward: -0.25000000000000006
[30 06:37:04 130@hack.py:Hack] Episode 543/1000, Total Reward: 0.0
[30 06:37:10 130@hack.py:Hack] Episode 544/1000, Total Reward: 0.0
[30 06:37:15 130@hack.py:Hack] Episode 545/1000, Total Reward: 0.0
[30 06:37:21 130@hack.py:Hack] Episode 546/1000, Total Reward: 0.0
[30 06:37:26 130@hack.py:Hack] Episode 547/1000, Total Reward: 0.0
[30 06:37:32 130@hack.py:Hack] Episode 548/1000, Total Reward: 0.0
[30 06:37:37 130@hack.py:Hack] Episode 549/1000, Total Reward: 0.0
[30 06:37:43 130@hack.py:Hack] Episode 550/1000, Total Reward: 0.0
[30 06:37:48 130@hack.py:Hack] Episode 551/1000, Total Reward: 0.0
[30 06:37:54 130@hack.py:Hack] Episode 552/1000, Total Reward: 0.0
[30 06:38:00 130@hack.py:Hack] Episode 553/1000, Total Reward: 0.0
[30 06:38:05 130@hack.py:Hack] Episode 554/1000, Total Reward: 0.0
[30 06:38:11 130@hack.py:Hack] Episode 555/1000, Total Reward: 0.0
[30 06:38:16 130@hack.py:Hack] Episode 556/1000, Total Reward: 1.0
[30 06:38:21 130@hack.py:Hack] Episode 557/1000, Total Reward: 1.0
[30 06:38:27 130@hack.py:Hack] Episode 558/1000, Total Reward: 0.0
[30 06:38:32 130@hack.py:Hack] Episode 559/1000, Total Reward: 0.0
[30 06:38:38 130@hack.py:Hack] Episode 560/1000, Total Reward: 0.0
[30 06:38:44 130@hack.py:Hack] Episode 561/1000, Total Reward: -0.09
[30 06:38:49 130@hack.py:Hack] Episode 562/1000, Total Reward: 0.0
[30 06:38:56 130@hack.py:Hack] Episode 563/1000, Total Reward: 0.0
[30 06:39:01 130@hack.py:Hack] Episode 564/1000, Total Reward: 0.0
[30 06:39:07 130@hack.py:Hack] Episode 565/1000, Total Reward: -0.20000000000000004
[30 06:39:13 130@hack.py:Hack] Episode 566/1000, Total Reward: 0.0
[30 06:39:19 130@hack.py:Hack] Episode 567/1000, Total Reward: 0.0
[30 06:39:25 130@hack.py:Hack] Episode 568/1000, Total Reward: 0.0
[30 06:39:30 130@hack.py:Hack] Episode 569/1000, Total Reward: 0.0
[30 06:39:36 130@hack.py:Hack] Episode 570/1000, Total Reward: 0.0
[30 06:39:42 130@hack.py:Hack] Episode 571/1000, Total Reward: 0.0
[30 06:39:47 130@hack.py:Hack] Episode 572/1000, Total Reward: 0.0
[30 06:39:53 130@hack.py:Hack] Episode 573/1000, Total Reward: 0.0
[30 06:39:56 130@hack.py:Hack] Episode 574/1000, Total Reward: 1.0
[30 06:40:02 130@hack.py:Hack] Episode 575/1000, Total Reward: 0.0
[30 06:40:07 130@hack.py:Hack] Episode 576/1000, Total Reward: 0.0
[30 06:40:13 130@hack.py:Hack] Episode 577/1000, Total Reward: -0.05
[30 06:40:18 130@hack.py:Hack] Episode 578/1000, Total Reward: 0.0
[30 06:40:24 130@hack.py:Hack] Episode 579/1000, Total Reward: -0.10999999999999999
[30 06:40:30 130@hack.py:Hack] Episode 580/1000, Total Reward: 0.0
[30 06:40:35 130@hack.py:Hack] Episode 581/1000, Total Reward: 0.0
[30 06:40:41 130@hack.py:Hack] Episode 582/1000, Total Reward: -0.15
[30 06:40:44 130@hack.py:Hack] Episode 583/1000, Total Reward: 1.0
[30 06:40:49 130@hack.py:Hack] Episode 584/1000, Total Reward: 0.0
[30 06:40:54 130@hack.py:Hack] Episode 585/1000, Total Reward: 0.0
[30 06:41:00 130@hack.py:Hack] Episode 586/1000, Total Reward: 0.0
[30 06:41:06 130@hack.py:Hack] Episode 587/1000, Total Reward: 0.0
[30 06:41:13 130@hack.py:Hack] Episode 588/1000, Total Reward: 0.0
[30 06:41:18 130@hack.py:Hack] Episode 589/1000, Total Reward: -0.07
[30 06:41:24 130@hack.py:Hack] Episode 590/1000, Total Reward: 0.0
[30 06:41:30 130@hack.py:Hack] Episode 591/1000, Total Reward: 0.0
[30 06:41:36 130@hack.py:Hack] Episode 592/1000, Total Reward: -0.09
[30 06:41:41 130@hack.py:Hack] Episode 593/1000, Total Reward: 0.0
[30 06:41:47 130@hack.py:Hack] Episode 594/1000, Total Reward: 0.0
[30 06:41:53 130@hack.py:Hack] Episode 595/1000, Total Reward: 0.0
[30 06:41:59 130@hack.py:Hack] Episode 596/1000, Total Reward: 0.0
[30 06:42:04 130@hack.py:Hack] Episode 597/1000, Total Reward: 0.0
[30 06:42:10 130@hack.py:Hack] Episode 598/1000, Total Reward: -0.16
[30 06:42:16 130@hack.py:Hack] Episode 599/1000, Total Reward: 0.0
[30 06:42:22 130@hack.py:Hack] Episode 600/1000, Total Reward: 0.0
[30 06:42:28 130@hack.py:Hack] Episode 601/1000, Total Reward: 0.0
[30 06:42:33 130@hack.py:Hack] Episode 602/1000, Total Reward: 0.0
[30 06:42:39 130@hack.py:Hack] Episode 603/1000, Total Reward: 0.0
[30 06:42:44 130@hack.py:Hack] Episode 604/1000, Total Reward: 0.0
[30 06:42:50 130@hack.py:Hack] Episode 605/1000, Total Reward: 0.0
[30 06:42:55 130@hack.py:Hack] Episode 606/1000, Total Reward: 0.0
[30 06:43:01 130@hack.py:Hack] Episode 607/1000, Total Reward: 0.0
[30 06:43:07 130@hack.py:Hack] Episode 608/1000, Total Reward: 0.0
[30 06:43:12 130@hack.py:Hack] Episode 609/1000, Total Reward: 0.0
[30 06:43:18 130@hack.py:Hack] Episode 610/1000, Total Reward: 0.0
[30 06:43:24 130@hack.py:Hack] Episode 611/1000, Total Reward: 0.0
[30 06:43:30 130@hack.py:Hack] Episode 612/1000, Total Reward: 0.0
[30 06:43:36 130@hack.py:Hack] Episode 613/1000, Total Reward: -0.17
[30 06:43:41 130@hack.py:Hack] Episode 614/1000, Total Reward: 0.0
[30 06:43:47 130@hack.py:Hack] Episode 615/1000, Total Reward: 0.0
[30 06:43:53 130@hack.py:Hack] Episode 616/1000, Total Reward: 0.0
[30 06:43:58 130@hack.py:Hack] Episode 617/1000, Total Reward: 0.0
[30 06:44:04 130@hack.py:Hack] Episode 618/1000, Total Reward: 0.0
[30 06:44:09 130@hack.py:Hack] Episode 619/1000, Total Reward: 0.0
[30 06:44:15 130@hack.py:Hack] Episode 620/1000, Total Reward: 0.0
[30 06:44:21 130@hack.py:Hack] Episode 621/1000, Total Reward: 0.0
[30 06:44:26 130@hack.py:Hack] Episode 622/1000, Total Reward: -0.09999999999999999
[30 06:44:32 130@hack.py:Hack] Episode 623/1000, Total Reward: 0.0
[30 06:44:38 130@hack.py:Hack] Episode 624/1000, Total Reward: 0.0
[30 06:44:44 130@hack.py:Hack] Episode 625/1000, Total Reward: 0.0
[30 06:44:48 130@hack.py:Hack] Episode 626/1000, Total Reward: 1.0
[30 06:44:54 130@hack.py:Hack] Episode 627/1000, Total Reward: 0.0
[30 06:45:00 130@hack.py:Hack] Episode 628/1000, Total Reward: 0.0
[30 06:45:06 130@hack.py:Hack] Episode 629/1000, Total Reward: -0.11999999999999998
[30 06:45:12 130@hack.py:Hack] Episode 630/1000, Total Reward: 0.0
[30 06:45:17 130@hack.py:Hack] Episode 631/1000, Total Reward: 0.0
[30 06:45:23 130@hack.py:Hack] Episode 632/1000, Total Reward: -0.3100000000000001
[30 06:45:29 130@hack.py:Hack] Episode 633/1000, Total Reward: -0.12999999999999998
[30 06:45:35 130@hack.py:Hack] Episode 634/1000, Total Reward: -0.19000000000000003
[30 06:45:40 130@hack.py:Hack] Episode 635/1000, Total Reward: 0.0
[30 06:45:46 130@hack.py:Hack] Episode 636/1000, Total Reward: -0.2800000000000001
[30 06:45:52 130@hack.py:Hack] Episode 637/1000, Total Reward: -0.22000000000000006
[30 06:45:57 130@hack.py:Hack] Episode 638/1000, Total Reward: 0.0
[30 06:46:03 130@hack.py:Hack] Episode 639/1000, Total Reward: 0.0
[30 06:46:09 130@hack.py:Hack] Episode 640/1000, Total Reward: 0.0
[30 06:46:13 130@hack.py:Hack] Episode 641/1000, Total Reward: 1.0
[30 06:46:18 130@hack.py:Hack] Episode 642/1000, Total Reward: 0.0
[30 06:46:24 130@hack.py:Hack] Episode 643/1000, Total Reward: -0.2900000000000001
[30 06:46:29 130@hack.py:Hack] Episode 644/1000, Total Reward: -0.21000000000000005
[30 06:46:34 130@hack.py:Hack] Episode 645/1000, Total Reward: -0.16
[30 06:46:40 130@hack.py:Hack] Episode 646/1000, Total Reward: 0.0
[30 06:46:46 130@hack.py:Hack] Episode 647/1000, Total Reward: 0.0
[30 06:46:51 130@hack.py:Hack] Episode 648/1000, Total Reward: 0.0
[30 06:46:57 130@hack.py:Hack] Episode 649/1000, Total Reward: 0.0
[30 06:47:02 130@hack.py:Hack] Episode 650/1000, Total Reward: -0.16
[30 06:47:08 130@hack.py:Hack] Episode 651/1000, Total Reward: 0.0
[30 06:47:13 130@hack.py:Hack] Episode 652/1000, Total Reward: 0.0
[30 06:47:19 130@hack.py:Hack] Episode 653/1000, Total Reward: 0.0
[30 06:47:24 130@hack.py:Hack] Episode 654/1000, Total Reward: -0.2800000000000001
[30 06:47:30 130@hack.py:Hack] Episode 655/1000, Total Reward: 0.0
[30 06:47:36 130@hack.py:Hack] Episode 656/1000, Total Reward: 0.0
[30 06:47:42 130@hack.py:Hack] Episode 657/1000, Total Reward: 0.0
[30 06:47:48 130@hack.py:Hack] Episode 658/1000, Total Reward: 0.0
[30 06:47:54 130@hack.py:Hack] Episode 659/1000, Total Reward: 0.0
[30 06:48:00 130@hack.py:Hack] Episode 660/1000, Total Reward: -0.21000000000000005
[30 06:48:06 130@hack.py:Hack] Episode 661/1000, Total Reward: 0.0
[30 06:48:12 130@hack.py:Hack] Episode 662/1000, Total Reward: 0.0
[30 06:48:18 130@hack.py:Hack] Episode 663/1000, Total Reward: 0.0
[30 06:48:23 130@hack.py:Hack] Episode 664/1000, Total Reward: 0.0
[30 06:48:29 130@hack.py:Hack] Episode 665/1000, Total Reward: 0.0
[30 06:48:35 130@hack.py:Hack] Episode 666/1000, Total Reward: 0.0
[30 06:48:40 130@hack.py:Hack] Episode 667/1000, Total Reward: 0.0
[30 06:48:46 130@hack.py:Hack] Episode 668/1000, Total Reward: 0.0
[30 06:48:51 130@hack.py:Hack] Episode 669/1000, Total Reward: 0.0
[30 06:48:57 130@hack.py:Hack] Episode 670/1000, Total Reward: 0.0
[30 06:49:02 130@hack.py:Hack] Episode 671/1000, Total Reward: 0.0
[30 06:49:08 130@hack.py:Hack] Episode 672/1000, Total Reward: 0.0
[30 06:49:14 130@hack.py:Hack] Episode 673/1000, Total Reward: 0.0
[30 06:49:19 130@hack.py:Hack] Episode 674/1000, Total Reward: 0.0
[30 06:49:25 130@hack.py:Hack] Episode 675/1000, Total Reward: 0.0
[30 06:49:30 130@hack.py:Hack] Episode 676/1000, Total Reward: 0.0
[30 06:49:36 130@hack.py:Hack] Episode 677/1000, Total Reward: 0.0
[30 06:49:42 130@hack.py:Hack] Episode 678/1000, Total Reward: 1.0
[30 06:49:47 130@hack.py:Hack] Episode 679/1000, Total Reward: -0.19000000000000003
[30 06:49:53 130@hack.py:Hack] Episode 680/1000, Total Reward: 0.0
[30 06:49:59 130@hack.py:Hack] Episode 681/1000, Total Reward: 0.0
[30 06:50:05 130@hack.py:Hack] Episode 682/1000, Total Reward: 0.0
[30 06:50:11 130@hack.py:Hack] Episode 683/1000, Total Reward: 0.0
[30 06:50:17 130@hack.py:Hack] Episode 684/1000, Total Reward: 0.0
[30 06:50:23 130@hack.py:Hack] Episode 685/1000, Total Reward: 0.0
[30 06:50:29 130@hack.py:Hack] Episode 686/1000, Total Reward: 0.0
